No.,Date,ID,Name,Switch,Brightness(%),Power Rate(%),Power Sum(W),Power AC(W),Power DC(W),Power Limit Hard(W),Power Limit Soft(W),Current Sum(A),Current Limit(A),DR(%),Led Count,Energy (kWh)
11763,12/28/21 7:08:13 PM,1_51,配电箱总功�,1,50,100,5942,5942,0,30000,8800,27,0,0,7,16.261
8702,12/28/21 7:08:17 PM,1_62,B相电流上限,1,50,100,5645,5645,0,10000,0,25,0,0,5,14.713
5688,12/28/21 7:08:24 PM,1_65,四个充电桩�,1,25,100,5451,5451,0,10000,0,25,35,0,4,15.13
10225,12/28/21 7:09:10 PM,1_61,A相电流上限,1,100,100,112,112,0,10000,0,0,0,0,1,0.589
1225,12/28/21 7:09:10 PM,1_73,C相充电桩电,1,40,100,188,188,0,0,0,1,0,0,1,0.906
7206,12/28/21 7:09:10 PM,1_63,C相电流上限,1,100,100,188,188,0,10000,0,1,0,0,1,0.906
4188,12/28/21 7:09:10 PM,1_71,A相充电桩电,1,40,100,112,112,0,8800,0,0,0,0,1,0.589
2675,12/28/21 7:09:10 PM,1_72,B相充电桩电,1,25,100,5400,5400,0,8800,0,25,0,0,4,15.287
15110,12/28/21 7:09:10 PM,1_11,充电桩上电,1,25,100,5400,5400,0,0,0,25,0,0,4,15.282
12559,12/28/21 7:09:10 PM,1_4,4号充电桩,1,100,100,5384,5384,0,0,0,24,0,0,1,10.109
16035,12/28/21 7:09:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.661
11764,12/28/21 7:09:13 PM,1_51,配电箱总功�,1,50,100,5971,5971,0,30000,8800,28,0,0,7,16.36
8703,12/28/21 7:09:17 PM,1_62,B相电流上限,1,50,100,5671,5671,0,10000,0,25,0,0,5,14.806
5689,12/28/21 7:09:24 PM,1_65,四个充电桩�,1,25,100,5404,5404,0,10000,0,25,35,0,4,15.219
1226,12/28/21 7:10:10 PM,1_73,C相充电桩电,1,40,100,211,211,0,0,0,1,0,0,1,0.909
7207,12/28/21 7:10:10 PM,1_63,C相电流上限,1,100,100,211,211,0,10000,0,1,0,0,1,0.909
10226,12/28/21 7:10:10 PM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,0.59
4189,12/28/21 7:10:10 PM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,0.591
15111,12/28/21 7:10:10 PM,1_11,充电桩上电,1,25,100,5395,5395,0,0,0,25,0,0,4,15.37
2676,12/28/21 7:10:10 PM,1_72,B相充电桩电,1,25,100,5395,5395,0,8800,0,25,0,0,4,15.376
12560,12/28/21 7:10:10 PM,1_4,4号充电桩,1,100,100,5378,5378,0,0,0,24,0,0,1,10.197
16036,12/28/21 7:10:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.661
11765,12/28/21 7:10:13 PM,1_51,配电箱总功�,1,50,100,5922,5922,0,30000,8800,27,0,0,7,16.457
8704,12/28/21 7:10:17 PM,1_62,B相电流上限,1,50,100,5614,5614,0,10000,0,25,0,0,5,14.898
5690,12/28/21 7:10:24 PM,1_65,四个充电桩�,1,25,100,5427,5427,0,10000,0,25,35,0,4,15.309
10227,12/28/21 7:11:10 PM,1_61,A相电流上限,1,100,100,211,211,0,10000,0,1,0,0,1,0.594
7208,12/28/21 7:11:10 PM,1_63,C相电流上限,1,100,100,188,188,0,10000,0,1,0,0,1,0.912
1227,12/28/21 7:11:10 PM,1_73,C相充电桩电,1,40,100,188,188,0,0,0,1,0,0,1,0.912
4190,12/28/21 7:11:10 PM,1_71,A相充电桩电,1,40,100,211,211,0,8800,0,1,0,0,1,0.594
2677,12/28/21 7:11:10 PM,1_72,B相充电桩电,1,25,100,5411,5411,0,8800,0,25,0,0,4,15.466
15112,12/28/21 7:11:10 PM,1_11,充电桩上电,1,25,100,5411,5411,0,0,0,25,0,0,4,15.46
12561,12/28/21 7:11:10 PM,1_4,4号充电桩,1,100,100,5395,5395,0,0,0,24,0,0,1,10.287
16037,12/28/21 7:11:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.661
11766,12/28/21 7:11:13 PM,1_51,配电箱总功�,1,50,100,6032,6032,0,30000,8800,27,0,0,7,16.558
8705,12/28/21 7:11:17 PM,1_62,B相电流上限,1,50,100,5629,5629,0,10000,0,25,0,0,5,14.991
5691,12/28/21 7:11:24 PM,1_65,四个充电桩�,1,25,100,5388,5388,0,10000,0,25,35,0,4,15.399
7209,12/28/21 7:12:10 PM,1_63,C相电流上限,1,100,100,175,175,0,10000,0,1,0,0,1,0.915
10228,12/28/21 7:12:10 PM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,0.595
1228,12/28/21 7:12:10 PM,1_73,C相充电桩电,1,40,100,175,175,0,0,0,1,0,0,1,0.915
4191,12/28/21 7:12:10 PM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,0.596
2678,12/28/21 7:12:10 PM,1_72,B相充电桩电,1,25,100,5386,5386,0,8800,0,25,0,0,4,15.556
15113,12/28/21 7:12:10 PM,1_11,充电桩上电,1,25,100,5386,5386,0,0,0,25,0,0,4,15.55
12562,12/28/21 7:12:10 PM,1_4,4号充电桩,1,100,100,5369,5369,0,0,0,24,0,0,1,10.376
16038,12/28/21 7:12:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.661
11767,12/28/21 7:12:13 PM,1_51,配电箱总功�,1,50,100,5929,5929,0,30000,8800,27,0,0,7,16.655
8706,12/28/21 7:12:17 PM,1_62,B相电流上限,1,50,100,5623,5623,0,10000,0,25,0,0,5,15.084
5692,12/28/21 7:12:24 PM,1_65,四个充电桩�,1,25,100,5415,5415,0,10000,0,25,35,0,4,15.488
10229,12/28/21 7:13:10 PM,1_61,A相电流上限,1,100,100,283,283,0,10000,0,1,0,0,1,0.6
7210,12/28/21 7:13:10 PM,1_63,C相电流上限,1,100,100,248,248,0,10000,0,1,0,0,1,0.919
1229,12/28/21 7:13:10 PM,1_73,C相充电桩电,1,40,100,248,248,0,0,0,1,0,0,1,0.919
4192,12/28/21 7:13:10 PM,1_71,A相充电桩电,1,40,100,283,283,0,8800,0,1,0,0,1,0.601
15114,12/28/21 7:13:10 PM,1_11,充电桩上电,1,25,100,5384,5384,0,0,0,25,0,0,4,15.638
2679,12/28/21 7:13:10 PM,1_72,B相充电桩电,1,25,100,5384,5384,0,8800,0,25,0,0,4,15.644
12563,12/28/21 7:13:10 PM,1_4,4号充电桩,1,100,100,5367,5367,0,0,0,24,0,0,1,10.464
16039,12/28/21 7:13:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.661
11768,12/28/21 7:13:13 PM,1_51,配电箱总功�,1,50,100,6197,6197,0,30000,8800,29,0,0,7,16.758
8707,12/28/21 7:13:17 PM,1_62,B相电流上限,1,50,100,5666,5666,0,10000,0,25,0,0,5,15.176
5693,12/28/21 7:13:24 PM,1_65,四个充电桩�,1,25,100,5383,5383,0,10000,0,25,35,0,4,15.577
10230,12/28/21 7:14:10 PM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,0.602
1230,12/28/21 7:14:10 PM,1_73,C相充电桩电,1,40,100,163,163,0,0,0,1,0,0,1,0.922
4193,12/28/21 7:14:10 PM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,0.602
7211,12/28/21 7:14:10 PM,1_63,C相电流上限,1,100,100,163,163,0,10000,0,1,0,0,1,0.922
15115,12/28/21 7:14:10 PM,1_11,充电桩上电,1,25,100,5398,5398,0,0,0,25,0,0,4,15.728
2680,12/28/21 7:14:10 PM,1_72,B相充电桩电,1,25,100,5398,5398,0,8800,0,25,0,0,4,15.734
12564,12/28/21 7:14:10 PM,1_4,4号充电桩,1,100,100,5381,5381,0,0,0,24,0,0,1,10.554
11769,12/28/21 7:14:13 PM,1_51,配电箱总功�,1,50,100,5869,5869,0,30000,8800,27,0,0,7,16.854
8708,12/28/21 7:14:17 PM,1_62,B相电流上限,1,50,100,5606,5606,0,10000,0,25,0,0,5,15.27
5694,12/28/21 7:14:24 PM,1_65,四个充电桩�,1,25,100,5413,5413,0,10000,0,25,35,0,4,15.668
10231,12/28/21 7:15:10 PM,1_61,A相电流上限,1,100,100,136,136,0,10000,0,0,0,0,1,0.604
7212,12/28/21 7:15:10 PM,1_63,C相电流上限,1,100,100,212,212,0,10000,0,1,0,0,1,0.926
4194,12/28/21 7:15:10 PM,1_71,A相充电桩电,1,40,100,136,136,0,8800,0,0,0,0,1,0.605
1231,12/28/21 7:15:10 PM,1_73,C相充电桩电,1,40,100,212,212,0,0,0,1,0,0,1,0.925
15116,12/28/21 7:15:10 PM,1_11,充电桩上电,1,25,100,5404,5404,0,0,0,25,0,0,4,15.817
2681,12/28/21 7:15:10 PM,1_72,B相充电桩电,1,25,100,5404,5404,0,8800,0,25,0,0,4,15.823
12565,12/28/21 7:15:10 PM,1_4,4号充电桩,1,100,100,5388,5388,0,0,0,24,0,0,1,10.642
11770,12/28/21 7:15:13 PM,1_51,配电箱总功�,1,50,100,6012,6012,0,30000,8800,27,0,0,7,16.954
8709,12/28/21 7:15:17 PM,1_62,B相电流上限,1,50,100,5664,5664,0,10000,0,25,0,0,5,15.363
5695,12/28/21 7:15:25 PM,1_65,四个充电桩�,1,25,100,5450,5450,0,10000,0,25,35,0,4,15.76
11771,12/28/21 7:15:49 PM,1_51,配电箱总功�,1,50,100,5882,5882,0,30000,8800,27,0,0,7,17.013
10232,12/28/21 7:15:49 PM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,0.605
7213,12/28/21 7:15:49 PM,1_63,C相电流上限,1,100,100,164,164,0,10000,0,1,0,0,1,0.927
8710,12/28/21 7:15:49 PM,1_62,B相电流上限,1,50,100,5618,5618,0,10000,0,25,0,0,5,15.413
1232,12/28/21 7:15:50 PM,1_73,C相充电桩电,1,40,100,164,164,0,0,0,1,0,0,1,0.927
4195,12/28/21 7:15:50 PM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,0.606
2682,12/28/21 7:15:50 PM,1_72,B相充电桩电,1,25,100,5415,5415,0,8800,0,25,0,0,4,15.883
5696,12/28/21 7:15:50 PM,1_65,四个充电桩�,1,25,100,5415,5415,0,10000,0,25,35,0,4,15.798
12566,12/28/21 7:15:51 PM,1_4,4号充电桩,1,100,100,5398,5398,0,0,0,24,0,0,1,10.702
15117,12/28/21 7:15:51 PM,1_11,充电桩上电,1,25,100,5415,5415,0,0,0,25,0,0,4,15.879
10233,12/28/21 7:16:10 PM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,0.606
1233,12/28/21 7:16:10 PM,1_73,C相充电桩电,1,40,100,163,163,0,0,0,1,0,0,1,0.928
7214,12/28/21 7:16:10 PM,1_63,C相电流上限,1,100,100,163,163,0,10000,0,1,0,0,1,0.928
4196,12/28/21 7:16:10 PM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,0.606
15118,12/28/21 7:16:10 PM,1_11,充电桩上电,1,25,100,5415,5415,0,0,0,25,0,0,4,15.907
2683,12/28/21 7:16:10 PM,1_72,B相充电桩电,1,25,100,5415,5415,0,8800,0,25,0,0,4,15.911
16040,12/28/21 7:16:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.661
12567,12/28/21 7:16:10 PM,1_4,4号充电桩,1,100,100,5398,5398,0,0,0,24,0,0,1,10.731
13129,12/28/21 7:16:10 PM,1_3,3号充电桩,0,0,100,0,0,0,0,0,0,0,0,1,2.814
11772,12/28/21 7:16:13 PM,1_51,配电箱总功�,1,50,100,5910,5910,0,30000,8800,27,0,0,7,17.051
8711,12/28/21 7:16:17 PM,1_62,B相电流上限,1,50,100,5647,5647,0,10000,0,25,0,0,5,15.455
5697,12/28/21 7:16:24 PM,1_65,四个充电桩�,1,25,100,5439,5439,0,10000,0,25,35,0,4,15.848
10234,12/28/21 7:17:10 PM,1_61,A相电流上限,1,100,100,124,124,0,10000,0,0,0,0,1,0.608
7215,12/28/21 7:17:10 PM,1_63,C相电流上限,1,100,100,200,200,0,10000,0,1,0,0,1,0.932
1234,12/28/21 7:17:10 PM,1_73,C相充电桩电,1,40,100,200,200,0,0,0,1,0,0,1,0.931
4197,12/28/21 7:17:10 PM,1_71,A相充电桩电,1,40,100,124,124,0,8800,0,0,0,0,1,0.608
2684,12/28/21 7:17:10 PM,1_72,B相充电桩电,1,25,100,5428,5428,0,8800,0,25,0,0,4,16
15119,12/28/21 7:17:10 PM,1_11,充电桩上电,1,25,100,5428,5428,0,0,0,25,0,0,4,15.996
12568,12/28/21 7:17:10 PM,1_4,4号充电桩,1,100,100,5411,5411,0,0,0,24,0,0,1,10.819
16041,12/28/21 7:17:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.661
11773,12/28/21 7:17:13 PM,1_51,配电箱总功�,1,50,100,5971,5971,0,30000,8800,27,0,0,7,17.149
8712,12/28/21 7:17:17 PM,1_62,B相电流上限,1,50,100,5623,5623,0,10000,0,25,0,0,5,15.547
5698,12/28/21 7:17:24 PM,1_65,四个充电桩�,1,25,100,5447,5447,0,10000,0,25,35,0,4,15.937
7216,12/28/21 7:18:10 PM,1_63,C相电流上限,1,100,100,164,164,0,10000,0,1,0,0,1,0.934
10235,12/28/21 7:18:10 PM,1_61,A相电流上限,1,100,100,112,112,0,10000,0,0,0,0,1,0.61
1235,12/28/21 7:18:10 PM,1_73,C相充电桩电,1,40,100,164,164,0,0,0,1,0,0,1,0.934
4198,12/28/21 7:18:10 PM,1_71,A相充电桩电,1,40,100,112,112,0,8800,0,0,0,0,1,0.61
15120,12/28/21 7:18:10 PM,1_11,充电桩上电,1,25,100,5451,5451,0,0,0,25,0,0,4,16.087
2685,12/28/21 7:18:10 PM,1_72,B相充电桩电,1,25,100,5451,5451,0,8800,0,25,0,0,4,16.091
12569,12/28/21 7:18:10 PM,1_4,4号充电桩,1,100,100,5435,5435,0,0,0,25,0,0,1,10.91
16042,12/28/21 7:18:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.661
11774,12/28/21 7:18:14 PM,1_51,配电箱总功�,1,50,100,5967,5967,0,30000,8800,27,0,0,7,17.25
8713,12/28/21 7:18:17 PM,1_62,B相电流上限,1,50,100,5691,5691,0,10000,0,25,0,0,5,15.64
5699,12/28/21 7:18:24 PM,1_65,四个充电桩�,1,25,100,5475,5475,0,10000,0,25,35,0,4,16.028
10236,12/28/21 7:19:10 PM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,0.611
1236,12/28/21 7:19:10 PM,1_73,C相充电桩电,1,40,100,164,164,0,0,0,1,0,0,1,0.937
7217,12/28/21 7:19:10 PM,1_63,C相电流上限,1,100,100,164,164,0,10000,0,1,0,0,1,0.937
4199,12/28/21 7:19:10 PM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,0.612
15121,12/28/21 7:19:10 PM,1_11,充电桩上电,1,25,100,5475,5475,0,0,0,25,0,0,4,16.177
2686,12/28/21 7:19:10 PM,1_72,B相充电桩电,1,25,100,5475,5475,0,8800,0,25,0,0,4,16.181
12570,12/28/21 7:19:10 PM,1_4,4号充电桩,1,100,100,5458,5458,0,0,0,25,0,0,1,10.999
16043,12/28/21 7:19:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.661
11775,12/28/21 7:19:14 PM,1_51,配电箱总功�,1,50,100,5945,5945,0,30000,8800,27,0,0,7,17.347
8714,12/28/21 7:19:17 PM,1_62,B相电流上限,1,50,100,5693,5693,0,10000,0,25,0,0,5,15.735
5700,12/28/21 7:19:24 PM,1_65,四个充电桩�,1,25,100,5483,5483,0,10000,0,25,35,0,4,16.118
10237,12/28/21 7:20:10 PM,1_61,A相电流上限,1,100,100,100,100,0,10000,0,0,0,0,1,0.613
7218,12/28/21 7:20:10 PM,1_63,C相电流上限,1,100,100,164,164,0,10000,0,1,0,0,1,0.94
1237,12/28/21 7:20:10 PM,1_73,C相充电桩电,1,40,100,164,164,0,0,0,1,0,0,1,0.94
4200,12/28/21 7:20:10 PM,1_71,A相充电桩电,1,40,100,100,100,0,8800,0,0,0,0,1,0.613
15122,12/28/21 7:20:10 PM,1_11,充电桩上电,1,25,100,5473,5473,0,0,0,25,0,0,4,16.268
2687,12/28/21 7:20:10 PM,1_72,B相充电桩电,1,25,100,5473,5473,0,8800,0,25,0,0,4,16.272
12571,12/28/21 7:20:10 PM,1_4,4号充电桩,1,100,100,5456,5456,0,0,0,25,0,0,1,11.09
16044,12/28/21 7:20:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.661
11776,12/28/21 7:20:13 PM,1_51,配电箱总功�,1,50,100,5953,5953,0,30000,8800,27,0,0,7,17.443
8715,12/28/21 7:20:17 PM,1_62,B相电流上限,1,50,100,5689,5689,0,10000,0,25,0,0,5,15.83
5701,12/28/21 7:20:24 PM,1_65,四个充电桩�,1,25,100,5467,5467,0,10000,0,25,35,0,4,16.207
1238,12/28/21 7:21:10 PM,1_73,C相充电桩电,1,40,100,164,164,0,0,0,1,0,0,1,0.942
7219,12/28/21 7:21:10 PM,1_63,C相电流上限,1,100,100,164,164,0,10000,0,1,0,0,1,0.942
10238,12/28/21 7:21:10 PM,1_61,A相电流上限,1,100,100,112,112,0,10000,0,0,0,0,1,0.615
4201,12/28/21 7:21:10 PM,1_71,A相充电桩电,1,40,100,112,112,0,8800,0,0,0,0,1,0.615
2688,12/28/21 7:21:10 PM,1_72,B相充电桩电,1,25,100,5499,5499,0,8800,0,25,0,0,4,16.364
15123,12/28/21 7:21:10 PM,1_11,充电桩上电,1,25,100,5499,5499,0,0,0,25,0,0,4,16.36
12572,12/28/21 7:21:10 PM,1_4,4号充电桩,1,100,100,5483,5483,0,0,0,25,0,0,1,11.182
16045,12/28/21 7:21:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.662
11777,12/28/21 7:21:13 PM,1_51,配电箱总功�,1,50,100,5992,5992,0,30000,8800,27,0,0,7,17.543
8716,12/28/21 7:21:17 PM,1_62,B相电流上限,1,50,100,5675,5675,0,10000,0,25,0,0,5,15.923
5702,12/28/21 7:21:24 PM,1_65,四个充电桩�,1,25,100,5502,5502,0,10000,0,25,35,0,4,16.299
10239,12/28/21 7:22:10 PM,1_61,A相电流上限,1,100,100,136,136,0,10000,0,1,0,0,1,0.617
7220,12/28/21 7:22:10 PM,1_63,C相电流上限,1,100,100,188,188,0,10000,0,1,0,0,1,0.945
1239,12/28/21 7:22:10 PM,1_73,C相充电桩电,1,40,100,188,188,0,0,0,1,0,0,1,0.945
4202,12/28/21 7:22:10 PM,1_71,A相充电桩电,1,40,100,136,136,0,8800,0,1,0,0,1,0.618
15124,12/28/21 7:22:10 PM,1_11,充电桩上电,1,25,100,5472,5472,0,0,0,25,0,0,4,16.449
2689,12/28/21 7:22:10 PM,1_72,B相充电桩电,1,25,100,5472,5472,0,8800,0,25,0,0,4,16.453
12573,12/28/21 7:22:10 PM,1_4,4号充电桩,1,100,100,5456,5456,0,0,0,25,0,0,1,11.271
16046,12/28/21 7:22:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.662
11778,12/28/21 7:22:13 PM,1_51,配电箱总功�,1,50,100,5994,5994,0,30000,8800,27,0,0,7,17.641
12574,12/28/21 7:22:13 PM,1_4,4号充电桩,0,0,100,5456,5456,0,0,0,25,0,0,1,11.271
8717,12/28/21 7:22:17 PM,1_62,B相电流上限,1,50,100,76,76,0,10000,0,0,0,0,5,15.924
5703,12/28/21 7:22:24 PM,1_65,四个充电桩�,1,25,100,17,17,0,10000,0,0,35,0,4,16.299
10240,12/28/21 7:23:10 PM,1_61,A相电流上限,1,100,100,134,134,0,10000,0,1,0,0,1,0.619
7221,12/28/21 7:23:10 PM,1_63,C相电流上限,1,100,100,159,159,0,10000,0,1,0,0,1,0.948
1240,12/28/21 7:23:10 PM,1_73,C相充电桩电,1,40,100,159,159,0,0,0,1,0,0,1,0.948
4203,12/28/21 7:23:10 PM,1_71,A相充电桩电,1,40,100,134,134,0,8800,0,1,0,0,1,0.62
15125,12/28/21 7:23:10 PM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,16.45
2690,12/28/21 7:23:10 PM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,16.454
12575,12/28/21 7:23:10 PM,1_4,4号充电桩,0,0,100,0,0,0,0,0,0,0,0,1,11.271
13957,12/28/21 7:23:10 PM,1_2,2号充电桩,0,0,100,0,0,0,0,0,0,0,0,1,0.676
16047,12/28/21 7:23:10 PM,1_1,1号充电桩,1,100,100,6,6,0,0,0,0,0,0,1,1.662
11779,12/28/21 7:23:14 PM,1_51,配电箱总功�,1,50,100,370,370,0,30000,8800,3,0,0,7,17.648
8718,12/28/21 7:23:17 PM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,15.926
5704,12/28/21 7:23:24 PM,1_65,四个充电桩�,1,25,100,17,17,0,10000,0,0,35,0,4,16.3
7222,12/28/21 7:24:10 PM,1_63,C相电流上限,1,100,100,159,159,0,10000,0,1,0,0,1,0.951
1241,12/28/21 7:24:10 PM,1_73,C相充电桩电,1,40,100,159,159,0,0,0,1,0,0,1,0.951
10241,12/28/21 7:24:10 PM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,0.621
2691,12/28/21 7:24:10 PM,1_72,B相充电桩电,1,25,100,17,17,0,8800,0,0,0,0,4,16.454
4204,12/28/21 7:24:10 PM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,0.621
15126,12/28/21 7:24:10 PM,1_11,充电桩上电,1,25,100,17,17,0,0,0,0,0,0,4,16.45
16048,12/28/21 7:24:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.662
11780,12/28/21 7:24:13 PM,1_51,配电箱总功�,1,50,100,334,334,0,30000,8800,3,0,0,7,17.653
8719,12/28/21 7:24:17 PM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,15.927
5705,12/28/21 7:24:24 PM,1_65,四个充电桩�,1,25,100,17,17,0,10000,0,0,35,0,4,16.3
7223,12/28/21 7:25:10 PM,1_63,C相电流上限,1,100,100,214,214,0,10000,0,1,0,0,1,0.954
10242,12/28/21 7:25:10 PM,1_61,A相电流上限,1,100,100,136,136,0,10000,0,1,0,0,1,0.623
1242,12/28/21 7:25:10 PM,1_73,C相充电桩电,1,40,100,214,214,0,0,0,1,0,0,1,0.954
4205,12/28/21 7:25:10 PM,1_71,A相充电桩电,1,40,100,136,136,0,8800,0,1,0,0,1,0.624
15127,12/28/21 7:25:10 PM,1_11,充电桩上电,1,25,100,17,17,0,0,0,0,0,0,4,16.45
2692,12/28/21 7:25:10 PM,1_72,B相充电桩电,1,25,100,17,17,0,8800,0,0,0,0,4,16.454
16049,12/28/21 7:25:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.662
11781,12/28/21 7:25:13 PM,1_51,配电箱总功�,1,50,100,427,427,0,30000,8800,3,0,0,7,17.66
8720,12/28/21 7:25:19 PM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,15.928
10243,12/28/21 7:25:23 PM,1_61,A相电流上限,1,100,100,124,124,0,10000,0,0,0,0,1,0.623
5706,12/28/21 7:25:24 PM,1_65,四个充电桩�,1,25,100,17,17,0,10000,0,0,35,0,4,16.3
10244,12/28/21 7:26:10 PM,1_61,A相电流上限,1,100,100,122,122,0,10000,0,0,0,0,1,0.625
1243,12/28/21 7:26:10 PM,1_73,C相充电桩电,1,40,100,171,171,0,0,0,1,0,0,1,0.957
4206,12/28/21 7:26:10 PM,1_71,A相充电桩电,1,40,100,122,122,0,8800,0,0,0,0,1,0.626
7224,12/28/21 7:26:10 PM,1_63,C相电流上限,1,100,100,171,171,0,10000,0,1,0,0,1,0.957
2693,12/28/21 7:26:10 PM,1_72,B相充电桩电,1,25,100,17,17,0,8800,0,0,0,0,4,16.455
15128,12/28/21 7:26:10 PM,1_11,充电桩上电,1,25,100,17,17,0,0,0,0,0,0,4,16.45
11782,12/28/21 7:26:13 PM,1_51,配电箱总功�,1,50,100,370,370,0,30000,8800,3,0,0,7,17.666
8721,12/28/21 7:26:17 PM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,15.929
5707,12/28/21 7:26:24 PM,1_65,四个充电桩�,1,25,100,16,16,0,10000,0,0,35,0,4,16.301
10245,12/28/21 7:27:10 PM,1_61,A相电流上限,1,100,100,110,110,0,10000,0,0,0,0,1,0.627
7225,12/28/21 7:27:10 PM,1_63,C相电流上限,1,100,100,196,196,0,10000,0,1,0,0,1,0.96
1244,12/28/21 7:27:10 PM,1_73,C相充电桩电,1,40,100,196,196,0,0,0,1,0,0,1,0.96
4207,12/28/21 7:27:10 PM,1_71,A相充电桩电,1,40,100,110,110,0,8800,0,0,0,0,1,0.627
2694,12/28/21 7:27:10 PM,1_72,B相充电桩电,1,25,100,17,17,0,8800,0,0,0,0,4,16.455
15129,12/28/21 7:27:10 PM,1_11,充电桩上电,1,25,100,17,17,0,0,0,0,0,0,4,16.451
16050,12/28/21 7:27:10 PM,1_1,1号充电桩,1,100,100,5,5,0,0,0,0,0,0,1,1.662
11783,12/28/21 7:27:13 PM,1_51,配电箱总功�,1,50,100,383,383,0,30000,8800,3,0,0,7,17.673
8722,12/28/21 7:27:17 PM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,15.931
5708,12/28/21 7:27:24 PM,1_65,四个充电桩�,1,25,100,17,17,0,10000,0,0,35,0,4,16.301
1245,12/28/21 7:28:10 PM,1_73,C相充电桩电,1,40,100,171,171,0,0,0,1,0,0,1,0.963
10246,12/28/21 7:28:10 PM,1_61,A相电流上限,1,100,100,122,122,0,10000,0,0,0,0,1,0.629
7226,12/28/21 7:28:10 PM,1_63,C相电流上限,1,100,100,171,171,0,10000,0,1,0,0,1,0.963
4208,12/28/21 7:28:10 PM,1_71,A相充电桩电,1,40,100,122,122,0,8800,0,0,0,0,1,0.629
2695,12/28/21 7:28:10 PM,1_72,B相充电桩电,1,25,100,16,16,0,8800,0,0,0,0,4,16.455
15130,12/28/21 7:28:10 PM,1_11,充电桩上电,1,25,100,16,16,0,0,0,0,0,0,4,16.451
11784,12/28/21 7:28:13 PM,1_51,配电箱总功�,1,50,100,369,369,0,30000,8800,3,0,0,7,17.679
8723,12/28/21 7:28:17 PM,1_62,B相电流上限,1,50,100,76,76,0,10000,0,0,0,0,5,15.932
5709,12/28/21 7:28:24 PM,1_65,四个充电桩�,1,25,100,17,17,0,10000,0,0,35,0,4,16.301
10247,12/28/21 7:29:10 PM,1_61,A相电流上限,1,100,100,97,97,0,10000,0,0,0,0,1,0.631
7227,12/28/21 7:29:10 PM,1_63,C相电流上限,1,100,100,159,159,0,10000,0,1,0,0,1,0.966
4209,12/28/21 7:29:10 PM,1_71,A相充电桩电,1,40,100,97,97,0,8800,0,0,0,0,1,0.631
1246,12/28/21 7:29:10 PM,1_73,C相充电桩电,1,40,100,159,159,0,0,0,1,0,0,1,0.966
15131,12/28/21 7:29:10 PM,1_11,充电桩上电,1,25,100,17,17,0,0,0,0,0,0,4,16.451
2696,12/28/21 7:29:10 PM,1_72,B相充电桩电,1,25,100,17,17,0,8800,0,0,0,0,4,16.455
11785,12/28/21 7:29:13 PM,1_51,配电箱总功�,1,50,100,332,332,0,30000,8800,2,0,0,7,17.684
