No.,Date,ID,Name,Switch,Brightness(%),Power Rate(%),Power Sum(W),Power AC(W),Power DC(W),Power Limit Hard(W),Power Limit Soft(W),Current Sum(A),Current Limit(A),DR(%),Led Count,Energy (kWh)
10560,12/28/21 12:24:55 AM,1_51,配电箱总功�,1,50,100,335,335,0,30000,8800,2,0,0,7,110.07
4515,12/28/21 12:25:28 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.224
6008,12/28/21 12:25:54 AM,1_63,C相电流上限,1,100,100,159,159,0,10000,0,1,0,0,1,12.211
7534,12/28/21 12:25:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.28
29,12/28/21 12:25:54 AM,1_73,C相充电桩电,1,40,100,159,159,0,0,0,1,0,0,1,12.205
1551,12/28/21 12:25:54 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.139
13997,12/28/21 12:25:54 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.006
12594,12/28/21 12:25:54 AM,1_3,3号充电桩,0,0,100,0,0,0,0,0,0,0,0,1,16.077
10561,12/28/21 12:25:55 AM,1_51,配电箱总功�,1,50,100,335,335,0,30000,8800,2,0,0,7,110.075
4516,12/28/21 12:26:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.224
9039,12/28/21 12:26:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.569
6009,12/28/21 12:26:54 AM,1_63,C相电流上限,1,100,100,159,159,0,10000,0,1,0,0,1,12.214
7535,12/28/21 12:26:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.281
30,12/28/21 12:26:54 AM,1_73,C相充电桩电,1,40,100,159,159,0,0,0,1,0,0,1,12.207
3001,12/28/21 12:26:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.574
10562,12/28/21 12:26:55 AM,1_51,配电箱总功�,1,50,100,334,334,0,30000,8800,2,0,0,7,110.081
4517,12/28/21 12:27:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.225
6010,12/28/21 12:27:54 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.217
9040,12/28/21 12:27:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.571
31,12/28/21 12:27:54 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.21
3002,12/28/21 12:27:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.575
7536,12/28/21 12:27:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.283
13998,12/28/21 12:27:54 AM,1_11,充电桩上电,1,25,100,17,17,0,0,0,0,0,0,4,84.006
1552,12/28/21 12:27:54 AM,1_72,B相充电桩电,1,25,100,17,17,0,8800,0,0,0,0,4,84.14
10563,12/28/21 12:27:55 AM,1_51,配电箱总功�,1,50,100,334,334,0,30000,8800,2,0,0,7,110.086
4518,12/28/21 12:28:27 AM,1_65,四个充电桩�,1,25,100,17,17,0,10000,0,0,35,0,4,84.225
9041,12/28/21 12:28:54 AM,1_61,A相电流上限,1,100,100,110,110,0,10000,0,0,0,0,1,7.572
6011,12/28/21 12:28:54 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.219
7537,12/28/21 12:28:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.284
32,12/28/21 12:28:54 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.213
3003,12/28/21 12:28:54 AM,1_71,A相充电桩电,1,40,100,110,110,0,8800,0,0,0,0,1,7.577
13999,12/28/21 12:28:54 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.006
1553,12/28/21 12:28:54 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.14
10564,12/28/21 12:28:55 AM,1_51,配电箱总功�,1,50,100,347,347,0,30000,8800,2,0,0,7,110.092
7538,12/28/21 12:29:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.285
9042,12/28/21 12:29:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.574
6012,12/28/21 12:29:54 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.222
3004,12/28/21 12:29:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.579
33,12/28/21 12:29:54 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.215
10565,12/28/21 12:29:55 AM,1_51,配电箱总功�,1,50,100,335,335,0,30000,8800,2,0,0,7,110.098
4519,12/28/21 12:30:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.225
10566,12/28/21 12:30:50 AM,1_51,配电箱总功�,1,50,100,334,334,0,30000,8800,2,0,0,7,110.103
9043,12/28/21 12:30:50 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.576
6013,12/28/21 12:30:50 AM,1_63,C相电流上限,1,100,100,159,159,0,10000,0,1,0,0,1,12.224
7539,12/28/21 12:30:50 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.286
34,12/28/21 12:30:50 AM,1_73,C相充电桩电,1,40,100,159,159,0,0,0,1,0,0,1,12.218
3005,12/28/21 12:30:50 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.58
4520,12/28/21 12:30:51 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.225
7540,12/28/21 12:30:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.286
10567,12/28/21 12:30:56 AM,1_51,配电箱总功�,1,50,100,334,334,0,30000,8800,2,0,0,7,110.103
4521,12/28/21 12:31:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.226
9044,12/28/21 12:31:55 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.577
6014,12/28/21 12:32:07 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.228
7541,12/28/21 12:32:07 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.288
35,12/28/21 12:32:09 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.221
9045,12/28/21 12:32:11 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.578
9046,12/28/21 12:32:55 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.579
36,12/28/21 12:32:55 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.223
7542,12/28/21 12:32:55 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.289
6015,12/28/21 12:32:55 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.23
3006,12/28/21 12:32:55 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.584
14000,12/28/21 12:32:55 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.008
1554,12/28/21 12:32:55 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.141
13338,12/28/21 12:32:55 AM,1_2,2号充电桩,0,0,100,0,0,0,0,0,0,0,0,1,23.519
12077,12/28/21 12:32:55 AM,1_4,4号充电桩,0,0,100,0,0,0,0,0,0,0,0,1,26.277
15408,12/28/21 12:32:55 AM,1_1,1号充电桩,0,0,100,0,0,0,0,0,0,0,0,1,17.341
10568,12/28/21 12:32:55 AM,1_51,配电箱总功�,1,50,100,335,335,0,30000,8800,2,0,0,7,110.114
4522,12/28/21 12:33:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.226
9047,12/28/21 12:33:55 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.581
6016,12/28/21 12:33:55 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.233
7543,12/28/21 12:33:55 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.29
37,12/28/21 12:33:55 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.226
3007,12/28/21 12:33:55 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.585
14001,12/28/21 12:33:55 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.008
1555,12/28/21 12:33:55 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.141
10569,12/28/21 12:33:55 AM,1_51,配电箱总功�,1,50,100,335,335,0,30000,8800,2,0,0,7,110.12
9048,12/28/21 12:34:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.582
6017,12/28/21 12:34:54 AM,1_63,C相电流上限,1,100,100,159,159,0,10000,0,1,0,0,1,12.235
38,12/28/21 12:34:54 AM,1_73,C相充电桩电,1,40,100,159,159,0,0,0,1,0,0,1,12.228
3008,12/28/21 12:34:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.587
1556,12/28/21 12:34:54 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.142
14002,12/28/21 12:34:54 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.008
10570,12/28/21 12:34:55 AM,1_51,配电箱总功�,1,50,100,335,335,0,30000,8800,2,0,0,7,110.125
4523,12/28/21 12:35:28 AM,1_65,四个充电桩�,1,25,100,17,17,0,10000,0,0,35,0,4,84.227
7544,12/28/21 12:35:54 AM,1_62,B相电流上限,1,50,100,78,78,0,10000,0,0,0,0,5,90.293
9049,12/28/21 12:35:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.584
6018,12/28/21 12:35:54 AM,1_63,C相电流上限,1,100,100,172,172,0,10000,0,1,0,0,1,12.238
39,12/28/21 12:35:54 AM,1_73,C相充电桩电,1,40,100,172,172,0,0,0,1,0,0,1,12.231
3009,12/28/21 12:35:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.588
14003,12/28/21 12:35:54 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.008
1557,12/28/21 12:35:54 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.142
10571,12/28/21 12:35:56 AM,1_51,配电箱总功�,1,50,100,347,347,0,30000,8800,2,0,0,7,110.131
4524,12/28/21 12:36:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.227
9050,12/28/21 12:36:54 AM,1_61,A相电流上限,1,100,100,97,97,0,10000,0,0,0,0,1,7.585
7545,12/28/21 12:36:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.294
40,12/28/21 12:36:54 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.234
3010,12/28/21 12:36:54 AM,1_71,A相充电桩电,1,40,100,97,97,0,8800,0,0,0,0,1,7.59
6019,12/28/21 12:36:54 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.241
14004,12/28/21 12:36:54 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.009
1558,12/28/21 12:36:54 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.142
10572,12/28/21 12:36:55 AM,1_51,配电箱总功�,1,50,100,334,334,0,30000,8800,2,0,0,7,110.136
4525,12/28/21 12:37:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.227
9051,12/28/21 12:37:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.587
6020,12/28/21 12:37:54 AM,1_63,C相电流上限,1,100,100,172,172,0,10000,0,1,0,0,1,12.243
7546,12/28/21 12:37:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.295
41,12/28/21 12:37:54 AM,1_73,C相充电桩电,1,40,100,172,172,0,0,0,1,0,0,1,12.237
3011,12/28/21 12:37:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.592
10573,12/28/21 12:37:56 AM,1_51,配电箱总功�,1,50,100,347,347,0,30000,8800,2,0,0,7,110.142
4526,12/28/21 12:38:27 AM,1_65,四个充电桩�,1,25,100,17,17,0,10000,0,0,35,0,4,84.228
9052,12/28/21 12:38:55 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.589
6021,12/28/21 12:38:55 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.246
7547,12/28/21 12:38:55 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.297
3012,12/28/21 12:38:55 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.593
1559,12/28/21 12:38:55 AM,1_72,B相充电桩电,1,25,100,17,17,0,8800,0,0,0,0,4,84.143
14005,12/28/21 12:38:55 AM,1_11,充电桩上电,1,25,100,17,17,0,0,0,0,0,0,4,84.009
42,12/28/21 12:38:55 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.239
10574,12/28/21 12:38:55 AM,1_51,配电箱总功�,1,50,100,335,335,0,30000,8800,2,0,0,7,110.148
4527,12/28/21 12:39:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.228
9053,12/28/21 12:39:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.59
6022,12/28/21 12:39:54 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.249
3013,12/28/21 12:39:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.595
43,12/28/21 12:39:54 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.242
10575,12/28/21 12:39:55 AM,1_51,配电箱总功�,1,50,100,347,347,0,30000,8800,2,0,0,7,110.153
4528,12/28/21 12:40:27 AM,1_65,四个充电桩�,1,25,100,17,17,0,10000,0,0,35,0,4,84.228
9054,12/28/21 12:40:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.592
6023,12/28/21 12:40:54 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.251
7548,12/28/21 12:40:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.299
44,12/28/21 12:40:54 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.245
3014,12/28/21 12:40:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.597
14006,12/28/21 12:40:54 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.01
1560,12/28/21 12:40:54 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.143
12595,12/28/21 12:40:54 AM,1_3,3号充电桩,0,0,100,0,0,0,0,0,0,0,0,1,16.077
10576,12/28/21 12:40:55 AM,1_51,配电箱总功�,1,50,100,334,334,0,30000,8800,2,0,0,7,110.159
4529,12/28/21 12:41:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.229
9055,12/28/21 12:41:54 AM,1_61,A相电流上限,1,100,100,97,97,0,10000,0,0,0,0,1,7.593
7549,12/28/21 12:41:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.3
6024,12/28/21 12:41:54 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.254
45,12/28/21 12:41:54 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.247
3015,12/28/21 12:41:54 AM,1_71,A相充电桩电,1,40,100,97,97,0,8800,0,0,0,0,1,7.598
14007,12/28/21 12:41:54 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.01
1561,12/28/21 12:41:54 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.144
10577,12/28/21 12:41:55 AM,1_51,配电箱总功�,1,50,100,333,333,0,30000,8800,2,0,0,7,110.165
4530,12/28/21 12:42:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.229
6025,12/28/21 12:42:54 AM,1_63,C相电流上限,1,100,100,172,172,0,10000,0,1,0,0,1,12.257
7550,12/28/21 12:42:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.302
9056,12/28/21 12:42:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.595
46,12/28/21 12:42:54 AM,1_73,C相充电桩电,1,40,100,172,172,0,0,0,1,0,0,1,12.25
3016,12/28/21 12:42:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.6
1562,12/28/21 12:42:54 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.144
14008,12/28/21 12:42:54 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.011
10578,12/28/21 12:42:55 AM,1_51,配电箱总功�,1,50,100,335,335,0,30000,8800,2,0,0,7,110.17
4531,12/28/21 12:43:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.229
9057,12/28/21 12:43:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.597
47,12/28/21 12:43:55 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.253
7551,12/28/21 12:43:55 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.303
6026,12/28/21 12:43:55 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.26
1563,12/28/21 12:43:55 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.144
3017,12/28/21 12:43:55 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.601
14009,12/28/21 12:43:55 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.011
10579,12/28/21 12:43:55 AM,1_51,配电箱总功�,1,50,100,335,335,0,30000,8800,2,0,0,7,110.176
4532,12/28/21 12:44:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.23
6027,12/28/21 12:44:41 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.262
6028,12/28/21 12:44:54 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.262
9058,12/28/21 12:44:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.598
48,12/28/21 12:44:54 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.255
7552,12/28/21 12:44:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.304
3018,12/28/21 12:44:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.603
1564,12/28/21 12:44:54 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.145
14010,12/28/21 12:44:54 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.011
10580,12/28/21 12:44:55 AM,1_51,配电箱总功�,1,50,100,334,334,0,30000,8800,2,0,0,7,110.181
10581,12/28/21 12:45:49 AM,1_51,配电箱总功�,1,50,100,347,347,0,30000,8800,2,0,0,7,110.186
9059,12/28/21 12:45:49 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.6
6029,12/28/21 12:45:49 AM,1_63,C相电流上限,1,100,100,172,172,0,10000,0,1,0,0,1,12.265
7553,12/28/21 12:45:50 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.305
49,12/28/21 12:45:51 AM,1_73,C相充电桩电,1,40,100,172,172,0,0,0,1,0,0,1,12.258
3019,12/28/21 12:45:51 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.605
1565,12/28/21 12:45:52 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.145
4533,12/28/21 12:45:52 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.23
14011,12/28/21 12:45:52 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.011
6030,12/28/21 12:45:54 AM,1_63,C相电流上限,1,100,100,172,172,0,10000,0,1,0,0,1,12.265
7554,12/28/21 12:45:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.305
50,12/28/21 12:45:54 AM,1_73,C相充电桩电,1,40,100,172,172,0,0,0,1,0,0,1,12.258
10582,12/28/21 12:45:55 AM,1_51,配电箱总功�,1,50,100,335,335,0,30000,8800,2,0,0,7,110.187
4534,12/28/21 12:46:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.23
6031,12/28/21 12:46:54 AM,1_63,C相电流上限,1,100,100,159,159,0,10000,0,1,0,0,1,12.268
51,12/28/21 12:46:54 AM,1_73,C相充电桩电,1,40,100,159,159,0,0,0,1,0,0,1,12.261
7555,12/28/21 12:46:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.307
9060,12/28/21 12:46:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.602
1566,12/28/21 12:46:54 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.145
3020,12/28/21 12:46:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.606
14012,12/28/21 12:46:54 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.012
10583,12/28/21 12:46:58 AM,1_51,配电箱总功�,1,50,100,334,334,0,30000,8800,2,0,0,7,110.193
9061,12/28/21 12:47:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.603
52,12/28/21 12:47:54 AM,1_73,C相充电桩电,1,40,100,159,159,0,0,0,1,0,0,1,12.263
6032,12/28/21 12:47:54 AM,1_63,C相电流上限,1,100,100,159,159,0,10000,0,1,0,0,1,12.27
7556,12/28/21 12:47:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.308
3021,12/28/21 12:47:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.608
14013,12/28/21 12:47:54 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.012
1567,12/28/21 12:47:54 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.146
10584,12/28/21 12:47:55 AM,1_51,配电箱总功�,1,50,100,335,335,0,30000,8800,2,0,0,7,110.198
4535,12/28/21 12:48:28 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.231
9062,12/28/21 12:48:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.605
53,12/28/21 12:48:54 AM,1_73,C相充电桩电,1,40,100,172,172,0,0,0,1,0,0,1,12.266
6033,12/28/21 12:48:54 AM,1_63,C相电流上限,1,100,100,172,172,0,10000,0,1,0,0,1,12.273
7557,12/28/21 12:48:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.309
3022,12/28/21 12:48:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.61
13339,12/28/21 12:48:54 AM,1_2,2号充电桩,0,0,100,0,0,0,0,0,0,0,0,1,23.519
12078,12/28/21 12:48:54 AM,1_4,4号充电桩,0,0,100,0,0,0,0,0,0,0,0,1,26.277
15409,12/28/21 12:48:54 AM,1_1,1号充电桩,0,0,100,0,0,0,0,0,0,0,0,1,17.341
10585,12/28/21 12:48:56 AM,1_51,配电箱总功�,1,50,100,347,347,0,30000,8800,2,0,0,7,110.204
4536,12/28/21 12:49:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.231
9063,12/28/21 12:49:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.606
6034,12/28/21 12:49:54 AM,1_63,C相电流上限,1,100,100,160,160,0,10000,0,1,0,0,1,12.276
54,12/28/21 12:49:54 AM,1_73,C相充电桩电,1,40,100,160,160,0,0,0,1,0,0,1,12.269
7558,12/28/21 12:49:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.31
3023,12/28/21 12:49:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.611
14014,12/28/21 12:49:54 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.013
1568,12/28/21 12:49:54 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.146
10586,12/28/21 12:49:55 AM,1_51,配电箱总功�,1,50,100,335,335,0,30000,8800,2,0,0,7,110.209
4537,12/28/21 12:50:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.231
9064,12/28/21 12:50:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.608
6035,12/28/21 12:50:54 AM,1_63,C相电流上限,1,100,100,172,172,0,10000,0,1,0,0,1,12.279
7559,12/28/21 12:50:54 AM,1_62,B相电流上限,1,50,100,77,77,0,10000,0,0,0,0,5,90.312
55,12/28/21 12:50:54 AM,1_73,C相充电桩电,1,40,100,172,172,0,0,0,1,0,0,1,12.272
1569,12/28/21 12:50:54 AM,1_72,B相充电桩电,1,25,100,17,17,0,8800,0,0,0,0,4,84.146
3024,12/28/21 12:50:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.613
14015,12/28/21 12:50:54 AM,1_11,充电桩上电,1,25,100,17,17,0,0,0,0,0,0,4,84.013
10587,12/28/21 12:50:55 AM,1_51,配电箱总功�,1,50,100,347,347,0,30000,8800,2,0,0,7,110.215
4538,12/28/21 12:51:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.232
9065,12/28/21 12:51:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.61
6036,12/28/21 12:51:54 AM,1_63,C相电流上限,1,100,100,172,172,0,10000,0,1,0,0,1,12.281
56,12/28/21 12:51:54 AM,1_73,C相充电桩电,1,40,100,172,172,0,0,0,1,0,0,1,12.275
3025,12/28/21 12:51:54 AM,1_71,A相充电桩电,1,40,100,98,98,0,8800,0,0,0,0,1,7.614
14016,12/28/21 12:51:54 AM,1_11,充电桩上电,1,25,100,18,18,0,0,0,0,0,0,4,84.013
1570,12/28/21 12:51:54 AM,1_72,B相充电桩电,1,25,100,18,18,0,8800,0,0,0,0,4,84.147
10588,12/28/21 12:51:56 AM,1_51,配电箱总功�,1,50,100,347,347,0,30000,8800,2,0,0,7,110.221
4539,12/28/21 12:52:27 AM,1_65,四个充电桩�,1,25,100,18,18,0,10000,0,0,35,0,4,84.232
9066,12/28/21 12:52:54 AM,1_61,A相电流上限,1,100,100,98,98,0,10000,0,0,0,0,1,7.611
